ensembl_id	gene	UNEECON-G	pLI
ENSG00000089123	TASP1	0.317049	6.7047e-01
ENSG00000089127	OAS1	0.033850	4.6367e-01
ENSG00000089157	RPLP0	0.372022	5.9832e-02
ENSG00000089163	SIRT4	0.156859	1.9967e-04
ENSG00000089169	RPH3A	0.269327	9.0002e-02
ENSG00000089177	KIF16B	0.168119	2.6039e-03
ENSG00000089195	TRMT6	0.226781	1.9442e-03
ENSG00000089199	CHGB	0.070487	1.0796e-04
ENSG00000089220	PEBP1	0.160999	8.3685e-02
ENSG00000089225	TBX5	0.343597	9.9321e-01
ENSG00000089234	BRAP	0.349491	3.8109e-03
ENSG00000089248	ERP29	0.087710	2.0937e-01
ENSG00000089250	NOS1	0.340651	6.9202e-05
ENSG00000089280	FUS	0.388111	9.9957e-01
ENSG00000089289	IGBP1	0.256876	9.8499e-01
ENSG00000089327	FXYD5	0.078204	1.5221e-03
ENSG00000089335	ZNF302	0.019875	3.8208e-01
ENSG00000089351	GRAMD1A	0.178666	1.0299e-04
ENSG00000089356	FXYD3	0.051972	1.0774e-02
ENSG00000089472	HEPH	0.242003	2.4207e-04
ENSG00000089486	CDIP1	0.221597	3.6583e-01
ENSG00000089505	CMTM1	0.024057	3.1485e-01
ENSG00000089558	KCNH4	0.365348	9.9973e-01
ENSG00000089597	GANAB	0.432224	9.8767e-01
ENSG00000089639	GMIP	0.245010	6.2782e-05
ENSG00000089682	RBM41	0.137719	8.7300e-01
ENSG00000089685	BIRC5	0.092953	6.6536e-01
ENSG00000089692	LAG3	0.098551	3.3930e-01
ENSG00000089693	MLF2	0.383289	7.1043e-01
ENSG00000089723	OTUB2	0.072521	4.7512e-03
ENSG00000089737	DDX24	0.123037	9.8021e-01
ENSG00000089775	ZBTB25	0.124716	2.4986e-06
ENSG00000089818	NECAP1	0.316459	5.8527e-01
ENSG00000089820	ARHGAP4	0.195742	9.8460e-01
ENSG00000089847	ANKRD24	0.093168	2.9586e-14
ENSG00000089876	DHX32	0.115939	2.0167e-04
ENSG00000089902	RCOR1	0.329884	9.9993e-01
ENSG00000089916	GPATCH2L	0.142289	4.4346e-01
ENSG00000090013	BLVRB	0.087674	3.1510e-03
ENSG00000090020	SLC9A1	0.525737	3.9387e-01
ENSG00000090054	SPTLC1	0.272558	1.8962e-05
ENSG00000090060	PAPOLA	0.496435	7.0906e-01
ENSG00000090061	CCNK	0.436895	9.0922e-01
ENSG00000090097	PCBP4	0.296284	1.6560e-01
ENSG00000090104	RGS1	0.089393	5.3223e-01
ENSG00000090238	YPEL3	0.339370	1.5577e-01
ENSG00000090263	MRPS33	0.112629	3.8494e-03
ENSG00000090266	NDUFB2	0.093826	8.6539e-04
ENSG00000090273	NUDC	0.301362	5.3531e-01
ENSG00000090316	MAEA	0.427110	1.8083e-02
ENSG00000090339	ICAM1	0.113381	2.0927e-02
ENSG00000090372	STRN4	0.363823	8.9531e-01
ENSG00000090376	IRAK3	0.059468	3.1717e-03
ENSG00000090382	LYZ	0.315001	1.0898e-06
ENSG00000090402	SI	0.103746	4.5696e-58
ENSG00000090432	MUL1	0.108633	1.8186e-06
ENSG00000090447	TFAP4	0.318924	8.5194e-01
ENSG00000090470	PDCD7	0.059314	6.1831e-04
ENSG00000090487	SPG21	0.285226	4.6305e-01
ENSG00000090512	FETUB	0.034215	7.6703e-03
ENSG00000090534	THPO	0.252620	2.3444e-01
ENSG00000090539	CHRD	0.215499	5.7608e-04
ENSG00000090554	FLT3LG	0.266524	9.4214e-01
ENSG00000090565	RAB11FIP3	0.195307	9.9896e-01
ENSG00000090581	GNPTG	0.049875	6.7746e-03
ENSG00000090612	ZNF268	0.061908	1.1243e-02
ENSG00000090615	GOLGA3	0.171234	1.6272e-02
ENSG00000090621	PABPC4	0.313741	5.6877e-01
ENSG00000090659	CD209	0.087218	1.0430e-11
ENSG00000090661	CERS4	0.032706	4.2804e-07
ENSG00000090674	MCOLN1	0.372039	9.4055e-04
ENSG00000090686	USP48	0.531765	6.7099e-01
ENSG00000090776	EFNB1	0.404275	9.0026e-01
ENSG00000090857	PDPR	0.053400	1.0781e-02
ENSG00000090861	AARS	0.326852	5.0605e-03
ENSG00000090863	GLG1	0.393392	6.6116e-01
ENSG00000090889	KIF4A	0.388246	9.9999e-01
ENSG00000090905	TNRC6A	0.180851	9.2769e-01
ENSG00000090920	FCGBP	0.153733	9.8405e-05
ENSG00000090924	PLEKHG2	0.102255	2.6701e-03
ENSG00000090932	DLL3	0.114423	5.8501e-02
ENSG00000090975	PITPNM2	0.380459	9.9241e-01
ENSG00000090989	EXOC1	0.299596	1.3161e-03
ENSG00000091009	RBM27	0.320135	9.9998e-01
ENSG00000091010	POU4F3	0.214645	9.2721e-01
ENSG00000091039	OSBPL8	0.370174	1.9763e-01
ENSG00000091073	DTX2	0.108946	1.5566e-01
ENSG00000091106	NLRC4	0.268967	9.9990e-12
ENSG00000091127	PUS7	0.215385	6.0511e-01
ENSG00000091128	LAMB4	0.020062	2.3821e-15
ENSG00000091129	NRCAM	0.205556	7.6990e-02
ENSG00000091136	LAMB1	0.137058	3.4274e-01
ENSG00000091137	SLC26A4	0.033947	1.4230e-11
ENSG00000091138	SLC26A3	0.276059	1.0134e-01
ENSG00000091140	DLD	0.349110	6.0903e-02
ENSG00000091157	WDR7	0.352701	3.5000e-02
ENSG00000091164	TXNL1	0.430397	8.9809e-01
ENSG00000091181	IL5RA	0.064251	1.1404e-07
ENSG00000091262	ABCC6	0.073763	1.4915e-01
ENSG00000091317	CMTM6	0.214757	4.2620e-01
ENSG00000091409	ITGA6	0.287283	5.3305e-06
ENSG00000091428	RAPGEF4	0.239595	9.0617e-01
ENSG00000091482	SMPX	0.206013	6.4086e-01
ENSG00000091483	FH	0.274264	9.2100e-02
ENSG00000091490	SEL1L3	0.172632	3.0520e-01
ENSG00000091513	TF	0.281937	4.3953e-03
ENSG00000091527	CDV3	0.132555	5.1935e-01
ENSG00000091536	MYO15A	0.172063	1.1102e-04
ENSG00000091542	ALKBH5	0.472825	4.6939e-01
ENSG00000091583	APOH	0.053113	2.6677e-06
ENSG00000091592	NLRP1	0.146152	1.9072e-16
ENSG00000091622	PITPNM3	0.369211	7.3386e-01
ENSG00000091640	SPAG7	0.315100	1.4908e-03
ENSG00000091651	ORC6	0.051086	1.0839e-05
ENSG00000091656	ZFHX4	0.195228	1.5891e-01
ENSG00000091664	SLC17A6	0.394118	1.6761e-01
ENSG00000091704	CPA1	0.185242	9.8196e-06
ENSG00000091732	ZC3HC1	0.130318	9.3302e-05
ENSG00000091831	ESR1	0.382824	9.9542e-01
ENSG00000091844	RGS17	0.268004	2.9176e-01
ENSG00000091879	ANGPT2	0.256571	8.5312e-01
ENSG00000091947	TMEM101	0.194539	5.3064e-02
ENSG00000091972	CD200	0.208875	5.9085e-01
ENSG00000091986	CCDC80	0.184378	5.1081e-03
ENSG00000092009	CMA1	0.036816	9.4048e-09
ENSG00000092010	PSME1	0.257896	9.8477e-02
ENSG00000092020	PPP2R3C	0.178035	1.8249e-07
ENSG00000092036	HAUS4	0.111174	5.9863e-03
ENSG00000092051	JPH4	0.220800	6.7433e-01
ENSG00000092054	MYH7	0.511515	3.7480e-16
ENSG00000092067	CEBPE	0.060053	7.5853e-03
ENSG00000092068	SLC7A8	0.091147	1.6530e-06
ENSG00000092094	OSGEP	0.291502	1.0806e-01
ENSG00000092096	SLC22A17	0.212471	3.0884e-03
ENSG00000092098	RNF31	0.283598	3.6336e-01
ENSG00000092108	SCFD1	0.267443	9.6639e-01
ENSG00000092140	G2E3	0.341189	8.1742e-01
ENSG00000092148	HECTD1	0.365336	8.0721e-01
ENSG00000092199	HNRNPC	0.658114	3.1946e-01
ENSG00000092200	RPGRIP1	0.062279	9.4310e-21
ENSG00000092201	SUPT16H	0.605085	1.6244e-01
ENSG00000092203	TOX4	0.420539	8.0773e-01
ENSG00000092208	GEMIN2	0.087833	9.6477e-04
ENSG00000092330	TINF2	0.254591	6.9091e-03
ENSG00000092345	DAZL	0.200172	5.3249e-01
ENSG00000092421	SEMA6A	0.245375	8.9246e-01
ENSG00000092439	TRPM7	0.263355	7.4674e-02
ENSG00000092445	TYRO3	0.222371	5.7201e-05
ENSG00000092470	WDR76	0.141171	1.0039e-02
ENSG00000092529	CAPN3	0.163284	5.8293e-09
ENSG00000092531	SNAP23	0.214878	8.7182e-01
ENSG00000092607	TBX15	0.272235	2.4712e-02
ENSG00000092621	PHGDH	0.144958	1.2610e-04
ENSG00000092758	COL9A3	0.142055	3.9161e-04
ENSG00000092820	EZR	0.268303	9.5488e-02
ENSG00000092841	MYL6	0.222017	1.0964e-02
ENSG00000092847	AGO1	0.645276	1.0000e+00
ENSG00000092850	TEKT2	0.085187	3.5667e-04
ENSG00000092853	CLSPN	0.101957	5.0742e-03
ENSG00000092871	RFFL	0.227815	1.1505e-01
ENSG00000092929	UNC13D	0.105977	5.2106e-12
ENSG00000092931	MFSD11	0.208110	3.1316e-05
ENSG00000092964	DPYSL2	0.552165	9.8798e-01
ENSG00000092969	TGFB2	0.380659	9.9810e-01
ENSG00000092978	GPATCH2	0.149985	7.1578e-11
ENSG00000093009	CDC45	0.170091	5.1355e-01
ENSG00000093010	COMT	0.080495	3.4935e-05
ENSG00000093144	ECHDC1	0.156494	6.3084e-06
ENSG00000093167	LRRFIP2	0.181078	3.6633e-02
ENSG00000093183	SEC22C	0.168690	2.4553e-05
ENSG00000093217	XYLB	0.085213	1.7878e-17
ENSG00000094631	HDAC6	0.405539	1.0000e+00
ENSG00000094661	OR1I1	0.036927	4.5916e-06
ENSG00000094755	GABRP	0.097039	2.3830e-05
ENSG00000094796	KRT31	0.148131	7.8274e-03
ENSG00000094804	CDC6	0.212015	2.2155e-01
ENSG00000094841	UPRT	0.546883	7.2113e-01
ENSG00000094880	CDC23	0.408382	1.0262e-01
ENSG00000094914	AAAS	0.087256	3.0735e-12
ENSG00000094916	CBX5	0.658629	6.9676e-01
ENSG00000094963	FMO2	0.060055	2.8497e-07
ENSG00000094975	SUCO	0.167360	9.2078e-01
ENSG00000095002	MSH2	0.174862	9.9340e-01
ENSG00000095015	MAP3K1	0.279292	1.0000e+00
ENSG00000095059	DHPS	0.124016	9.4001e-04
ENSG00000095066	HOOK2	0.050342	1.1793e-04
ENSG00000095110	NXPE1	0.041615	1.7116e-02
ENSG00000095139	ARCN1	0.468311	7.5702e-01
ENSG00000095203	EPB41L4B	0.169373	9.9961e-01
ENSG00000095209	TMEM38B	0.100833	2.6493e-02
ENSG00000095261	PSMD5	0.077545	5.1959e-02
ENSG00000095303	PTGS1	0.260911	1.9561e-05
ENSG00000095319	NUP188	0.194793	9.5477e-01
ENSG00000095321	CRAT	0.150488	9.7008e-03
ENSG00000095370	SH2D3C	0.171626	4.6414e-03
ENSG00000095380	NANS	0.089073	6.1249e-03
ENSG00000095383	TBC1D2	0.108785	1.5357e-10
ENSG00000095464	PDE6C	0.223328	1.5552e-16
ENSG00000095485	CWF19L1	0.131620	6.8237e-06
ENSG00000095539	SEMA4G	0.100642	1.1273e-03
ENSG00000095564	BTAF1	0.428467	9.9994e-01
ENSG00000095574	IKZF5	0.390918	7.9393e-01
ENSG00000095585	BLNK	0.290533	6.7740e-01
ENSG00000095587	TLL2	0.042579	2.4468e-31
ENSG00000095596	CYP26A1	0.096118	6.7758e-10
ENSG00000095627	TDRD1	0.259746	9.9997e-01
ENSG00000095637	SORBS1	0.114418	8.6733e-04
ENSG00000095713	CRTAC1	0.218310	5.9615e-01
ENSG00000095739	BAMBI	0.149072	1.1432e-03
ENSG00000095752	IL11	0.054043	4.6454e-04
ENSG00000095777	MYO3A	0.075662	2.0407e-19
ENSG00000095787	WAC	0.330823	4.3782e-01
ENSG00000095794	CREM	0.139561	6.7220e-01
ENSG00000095906	NUBP2	0.110173	6.9772e-02
ENSG00000095917	TPSD1	0.025623	7.9643e-12
ENSG00000095951	HIVEP1	0.142269	4.5027e-01
ENSG00000095970	TREM2	0.063127	1.3613e-06
ENSG00000095981	KCNK16	0.044945	1.2948e-04
ENSG00000096006	CRISP3	0.069679	2.3306e-06
ENSG00000096060	FKBP5	0.264801	4.0164e-02
ENSG00000096063	SRPK1	0.219616	2.6377e-03
ENSG00000096070	BRPF3	0.343752	9.9964e-01
ENSG00000096080	MRPS18A	0.101157	1.1144e-05
ENSG00000096088	PGC	0.070104	9.6253e-07
ENSG00000096092	TMEM14A	0.180543	2.3027e-02
ENSG00000096093	EFHC1	0.094801	2.8372e-17
ENSG00000096264	NCR2	0.029338	2.8218e-07
ENSG00000096384	HSP90AB1	0.378482	9.9921e-01
ENSG00000096395	MLN	0.084085	2.0459e-02
ENSG00000096401	CDC5L	0.344021	1.0000e+00
ENSG00000096433	ITPR3	0.307183	1.2176e-22
ENSG00000096654	ZNF184	0.307864	4.6693e-03
ENSG00000096696	DSP	0.229705	1.0000e+00
ENSG00000096717	SIRT1	0.279476	4.2349e-01
ENSG00000096746	HNRNPH3	0.540695	8.9123e-01
ENSG00000096872	IFT74	0.043268	1.5445e-03
ENSG00000096968	JAK2	0.374222	6.5090e-01
ENSG00000096996	IL12RB1	0.037262	1.0140e-14
ENSG00000097007	ABL1	0.347795	5.0647e-01
ENSG00000097021	ACOT7	0.331980	9.9507e-01
ENSG00000097033	SH3GLB1	0.358931	9.3586e-01
ENSG00000097046	CDC7	0.093589	3.3057e-04
ENSG00000097096	SYDE2	0.045928	2.3584e-17
ENSG00000099139	PCSK5	0.221685	4.0776e-12
ENSG00000099194	SCD	0.454894	9.5810e-01
ENSG00000099203	TMED1	0.067050	1.7234e-09
ENSG00000099204	ABLIM1	0.222007	7.2284e-01
ENSG00000099219	ERMP1	0.228872	4.0600e-11
ENSG00000099246	RAB18	0.351335	6.3865e-01
ENSG00000099250	NRP1	0.255008	1.5729e-01
ENSG00000099256	PRTFDC1	0.087632	4.2282e-14
ENSG00000099260	PALMD	0.050150	1.9153e-04
ENSG00000099282	TSPAN15	0.092626	2.4060e-03
ENSG00000099284	H2AFY2	0.606374	9.6644e-01
ENSG00000099308	MAST3	0.473802	9.9991e-01
ENSG00000099326	MZF1	0.020274	1.1510e-10
ENSG00000099330	OCEL1	0.076570	3.4349e-03
ENSG00000099331	MYO9B	0.368274	2.5755e-01
ENSG00000099337	KCNK6	0.037782	2.2198e-03
ENSG00000099338	CATSPERG	0.113904	2.2487e-07
ENSG00000099341	PSMD8	0.153200	2.4533e-01
ENSG00000099364	FBXL19	0.368606	2.9522e-01
ENSG00000099365	STX1B	0.588377	8.9001e-01
ENSG00000099377	HSD3B7	0.146390	2.1671e-04
ENSG00000099381	SETD1A	0.212899	9.0000e-01
ENSG00000099385	BCL7C	0.148761	2.6112e-02
ENSG00000099617	EFNA2	0.165096	3.7431e-02
ENSG00000099721	AMELY	0.080720	7.2760e-05
ENSG00000099769	IGFALS	0.087092	2.1321e-07
ENSG00000099783	HNRNPM	0.412387	9.9835e-01
ENSG00000099785	MARCH2	0.249881	3.5724e-02
ENSG00000099795	NDUFB7	0.143409	2.9929e-03
ENSG00000099797	TECR	0.435362	2.5047e-02
ENSG00000099800	TIMM13	0.080891	4.8352e-02
ENSG00000099804	CDC34	0.423253	4.8481e-01
ENSG00000099810	MTAP	0.217930	3.4174e-08
ENSG00000099812	MISP	0.023231	7.5109e-12
ENSG00000099814	CEP170B	0.118338	9.9991e-01
ENSG00000099817	POLR2E	0.099037	7.5164e-09
ENSG00000099821	POLRMT	0.023188	1.2541e-07
ENSG00000099822	HCN2	0.385192	8.4401e-01
ENSG00000099834	CDHR5	0.075333	2.9601e-06
ENSG00000099840	IZUMO4	0.063019	3.4624e-14
ENSG00000099849	RASSF7	0.023648	9.8969e-05
ENSG00000099860	GADD45B	0.302698	5.3788e-01
ENSG00000099864	PALM	0.152129	5.2600e-01
ENSG00000099866	MADCAM1	0.060759	5.0509e-01
ENSG00000099875	MKNK2	0.243543	2.3646e-04
ENSG00000099889	ARVCF	0.046229	3.8813e-11
ENSG00000099899	TRMT2A	0.037513	4.9303e-01
ENSG00000099901	RANBP1	0.492254	8.0202e-01
ENSG00000099904	ZDHHC8	0.282626	7.8196e-01
ENSG00000099910	KLHL22	0.361910	8.1742e-01
ENSG00000099917	MED15	0.350637	9.9374e-01
ENSG00000099937	SERPIND1	0.133154	2.1351e-10
ENSG00000099940	SNAP29	0.069721	2.1299e-01
ENSG00000099942	CRKL	0.436654	4.6437e-01
ENSG00000099949	LZTR1	0.086328	1.3325e-08
ENSG00000099953	MMP11	0.128873	2.5606e-05
ENSG00000099956	SMARCB1	0.739585	9.6599e-01
ENSG00000099957	P2RX6	0.071420	5.0856e-08
ENSG00000099958	DERL3	0.032061	7.4456e-04
ENSG00000099960	SLC7A4	0.049374	3.4828e-01
ENSG00000099968	BCL2L13	0.064332	1.8847e-01
ENSG00000099974	DDTL	0.131739	3.2945e-01
ENSG00000099977	DDT	0.118557	3.3652e-01
ENSG00000099984	GSTT2	0.271524	7.1012e-02
ENSG00000099985	OSM	0.085116	3.9247e-01
ENSG00000099991	CABIN1	0.309129	7.3982e-04
ENSG00000099992	TBC1D10A	0.176802	4.7868e-03
ENSG00000099994	SUSD2	0.070216	3.9092e-20
ENSG00000099995	SF3A1	0.616325	2.9953e-01
ENSG00000099998	GGT5	0.174726	5.1913e-03
ENSG00000099999	RNF215	0.069815	1.6539e-02
ENSG00000100003	SEC14L2	0.175701	2.1944e-04
ENSG00000100012	SEC14L3	0.071720	2.8146e-15
ENSG00000100014	SPECC1L	0.465790	7.6351e-01
ENSG00000100023	PPIL2	0.250985	2.3744e-05
ENSG00000100024	UPB1	0.078268	4.1317e-10
ENSG00000100027	YPEL1	0.643537	1.1808e-01
ENSG00000100028	SNRPD3	0.669879	2.1451e-01
ENSG00000100029	PES1	0.277161	4.0519e-01
ENSG00000100030	MAPK1	0.696152	9.9260e-01
ENSG00000100033	PRODH	0.118469	3.6347e-03
ENSG00000100034	PPM1F	0.201312	1.3776e-04
ENSG00000100036	SLC35E4	0.176759	1.1751e-03
ENSG00000100038	TOP3B	0.250392	3.6777e-02
ENSG00000100053	CRYBB3	0.134731	3.9850e-08
ENSG00000100055	CYTH4	0.291301	2.8022e-01
ENSG00000100060	MFNG	0.074555	4.0918e-01
ENSG00000100065	CARD10	0.214315	2.5247e-01
ENSG00000100075	SLC25A1	0.314756	1.2334e-02
ENSG00000100078	PLA2G3	0.055573	2.2385e-11
ENSG00000100079	LGALS2	0.073949	9.3714e-02
ENSG00000100083	GGA1	0.219793	6.9728e-01
ENSG00000100084	HIRA	0.393331	9.9995e-01
ENSG00000100092	SH3BP1	0.190050	3.1400e-02
ENSG00000100095	SEZ6L	0.261674	7.1188e-01
ENSG00000100097	LGALS1	0.132373	3.2870e-03
ENSG00000100099	HPS4	0.079301	9.5037e-03
ENSG00000100100	PIK3IP1	0.067660	4.9928e-02
ENSG00000100101	NOL12	0.160455	1.1970e-03
ENSG00000100104	SRRD	0.052659	1.7830e-07
ENSG00000100105	PATZ1	0.397036	9.9681e-01
ENSG00000100106	TRIOBP	0.111393	4.2115e-01
ENSG00000100109	TFIP11	0.231968	4.1605e-02
ENSG00000100116	GCAT	0.090602	1.9561e-02
ENSG00000100121	GGTLC2	0.077214	1.3384e-05
ENSG00000100122	CRYBB1	0.223746	7.0371e-04
ENSG00000100124	ANKRD54	0.195812	8.6488e-05
ENSG00000100129	EIF3L	0.452117	4.2988e-02
ENSG00000100139	MICALL1	0.102479	1.4621e-01
ENSG00000100142	POLR2F	0.197411	5.3703e-03
ENSG00000100146	SOX10	0.378792	9.0040e-01
ENSG00000100147	CCDC134	0.053152	6.7505e-06
ENSG00000100150	DEPDC5	0.265383	8.7913e-01
ENSG00000100151	PICK1	0.411193	4.6551e-01
ENSG00000100154	TTC28	0.374390	6.4636e-01
ENSG00000100156	SLC16A8	0.052446	5.6120e-01
ENSG00000100162	CENPM	0.087283	4.3779e-01
ENSG00000100167	SEPT3	0.457366	1.0615e-01
ENSG00000100170	SLC5A1	0.331015	2.2653e-05
ENSG00000100191	SLC5A4	0.111622	1.2322e-16
ENSG00000100196	KDELR3	0.063916	5.6315e-11
ENSG00000100197	CYP2D6	0.047081	6.1818e-24
ENSG00000100201	DDX17	0.572905	9.0789e-01
ENSG00000100206	DMC1	0.244460	2.0997e-02
ENSG00000100207	TCF20	0.229543	9.1164e-01
ENSG00000100209	HSCB	0.086667	4.5666e-03
ENSG00000100211	CBY1	0.218332	3.8461e-03
ENSG00000100216	TOMM22	0.311944	6.1298e-01
ENSG00000100219	XBP1	0.210879	9.4098e-02
ENSG00000100220	RTCB	0.344732	1.7341e-03
ENSG00000100221	JOSD1	0.377728	1.6108e-02
ENSG00000100225	FBXO7	0.107354	7.4915e-05
ENSG00000100226	GTPBP1	0.567354	1.5156e-02
ENSG00000100227	POLDIP3	0.197797	5.6867e-01
ENSG00000100228	RAB36	0.070907	2.7857e-03
ENSG00000100234	TIMP3	0.503670	6.5670e-01
ENSG00000100239	PPP6R2	0.289730	2.1039e-03
ENSG00000100241	SBF1	0.229974	3.1944e-01
ENSG00000100242	SUN2	0.143144	1.1788e-02
ENSG00000100243	CYB5R3	0.073149	2.1976e-04
ENSG00000100246	DNAL4	0.157013	5.9412e-03
ENSG00000100249	C22orf31	0.043563	2.1108e-07
ENSG00000100253	MIOX	0.052986	3.8588e-15
ENSG00000100258	LMF2	0.015648	2.7619e-48
ENSG00000100263	RHBDD3	0.045461	1.5350e-03
ENSG00000100266	PACSIN2	0.259907	2.1331e-01
ENSG00000100271	TTLL1	0.253224	4.7753e-01
ENSG00000100276	RASL10A	0.088889	1.7263e-01
ENSG00000100280	AP1B1	0.460974	9.9460e-01
ENSG00000100281	HMGXB4	0.275974	6.3892e-02
ENSG00000100284	TOM1	0.201729	1.5281e-05
ENSG00000100285	NEFH	0.058714	8.0266e-11
ENSG00000100288	CHKB	0.101029	3.4762e-07
ENSG00000100290	BIK	0.052136	5.6329e-06
ENSG00000100292	HMOX1	0.113996	2.3788e-01
ENSG00000100294	MCAT	0.072090	4.1429e-01
ENSG00000100296	THOC5	0.205324	4.7219e-02
ENSG00000100297	MCM5	0.207510	7.6718e-01
ENSG00000100298	APOBEC3H	0.067098	3.3827e-01
ENSG00000100299	ARSA	0.095111	1.2633e-11
ENSG00000100300	TSPO	0.142039	9.9462e-02
ENSG00000100302	RASD2	0.427836	5.2142e-01
ENSG00000100304	TTLL12	0.049404	5.0043e-02
ENSG00000100307	CBX7	0.278634	7.8932e-01
ENSG00000100311	PDGFB	0.264716	5.9296e-01
ENSG00000100312	ACR	0.141463	9.5390e-02
ENSG00000100314	CABP7	0.185268	1.5540e-01
ENSG00000100316	RPL3	0.239376	1.8163e-01
ENSG00000100319	ZMAT5	0.199551	1.6526e-05
ENSG00000100320	RBFOX2	0.371821	9.9224e-01
ENSG00000100321	SYNGR1	0.167607	2.1477e-01
ENSG00000100324	TAB1	0.239286	2.1028e-07
ENSG00000100325	ASCC2	0.206090	1.6564e-01
ENSG00000100330	MTMR3	0.252068	9.5786e-01
ENSG00000100335	MIEF1	0.191827	3.0120e-01
ENSG00000100341	PNPLA5	0.027638	2.2675e-08
ENSG00000100342	APOL1	0.029931	6.7116e-07
ENSG00000100344	PNPLA3	0.055699	4.1547e-07
ENSG00000100345	MYH9	0.508764	5.5978e-01
ENSG00000100346	CACNA1I	0.458653	1.0000e+00
ENSG00000100347	SAMM50	0.203769	1.2874e-06
ENSG00000100348	TXN2	0.208049	1.3828e-01
ENSG00000100350	FOXRED2	0.164261	4.0404e-01
ENSG00000100351	GRAP2	0.192751	1.1242e-02
ENSG00000100353	EIF3D	0.625981	9.9883e-01
ENSG00000100354	TNRC6B	0.269296	1.0000e+00
ENSG00000100359	SGSM3	0.097269	1.8944e-04
ENSG00000100360	IFT27	0.099174	2.7672e-06
ENSG00000100362	PVALB	0.101704	2.3996e-01
ENSG00000100364	KIAA0930	0.373191	2.2641e-01
ENSG00000100365	NCF4	0.078061	2.1824e-04
ENSG00000100368	CSF2RB	0.197202	5.4881e-02
ENSG00000100372	SLC25A17	0.115263	6.7837e-03
ENSG00000100373	UPK3A	0.058038	6.5118e-04
ENSG00000100376	FAM118A	0.255085	3.7758e-01
ENSG00000100379	KCTD17	0.268380	2.3967e-02
ENSG00000100380	ST13	0.287971	9.6240e-01
ENSG00000100385	IL2RB	0.103818	8.2717e-03
ENSG00000100387	RBX1	0.785951	9.4397e-01
ENSG00000100393	EP300	0.387484	1.0000e+00
ENSG00000100395	L3MBTL2	0.297294	1.0945e-10
ENSG00000100399	CHADL	0.071296	7.2602e-04
ENSG00000100401	RANGAP1	0.217207	8.1697e-02
ENSG00000100403	ZC3H7B	0.414575	9.3665e-01
ENSG00000100410	PHF5A	0.852294	8.7376e-01
ENSG00000100412	ACO2	0.434938	5.2396e-02
ENSG00000100413	POLR3H	0.070665	5.5767e-03
ENSG00000100416	TRMU	0.108561	2.6204e-06
ENSG00000100417	PMM1	0.256827	1.5411e-06
ENSG00000100418	DESI1	0.243700	3.6914e-03
ENSG00000100422	CERK	0.169047	3.7632e-05
ENSG00000100425	BRD1	0.368463	7.4264e-01
ENSG00000100426	ZBED4	0.275630	5.4708e-01
ENSG00000100427	MLC1	0.162529	5.6002e-07
ENSG00000100429	HDAC10	0.051209	1.2512e-28
ENSG00000100433	KCNK10	0.300042	2.2922e-02
ENSG00000100439	ABHD4	0.213847	7.3581e-02
ENSG00000100441	KHNYN	0.196328	1.4971e-08
ENSG00000100442	FKBP3	0.118428	7.0604e-04
ENSG00000100445	SDR39U1	0.089059	1.1661e-02
ENSG00000100448	CTSG	0.297740	7.8185e-06
ENSG00000100450	GZMH	0.039781	3.5836e-04
ENSG00000100453	GZMB	0.052408	8.5141e-03
ENSG00000100461	RBM23	0.064312	2.6835e-05
ENSG00000100462	PRMT5	0.421456	6.5059e-01
ENSG00000100473	COCH	0.179015	2.3612e-05
ENSG00000100478	AP4S1	0.132941	1.8652e-08
ENSG00000100479	POLE2	0.179232	1.1615e-05
ENSG00000100483	VCPKMT	0.048920	5.7672e-11
ENSG00000100485	SOS2	0.382816	9.9986e-01
ENSG00000100490	CDKL1	0.096730	2.5149e-02
ENSG00000100503	NIN	0.133288	9.5207e-09
ENSG00000100504	PYGL	0.146352	9.8519e-16
ENSG00000100505	TRIM9	0.430090	9.9654e-01
ENSG00000100519	PSMC6	0.560729	9.9936e-01
ENSG00000100522	GNPNAT1	0.229115	9.4033e-03
ENSG00000100523	DDHD1	0.168709	7.8200e-01
ENSG00000100526	CDKN3	0.303482	1.0669e-02
ENSG00000100528	CNIH1	0.489872	3.6415e-01
ENSG00000100532	CGRRF1	0.046385	3.2244e-01
ENSG00000100554	ATP6V1D	0.281452	3.4882e-01
ENSG00000100558	PLEK2	0.122998	7.2591e-04
ENSG00000100564	PIGH	0.113501	5.4606e-02
ENSG00000100567	PSMA3	0.515858	9.4835e-01
ENSG00000100568	VTI1B	0.135697	4.4454e-01
ENSG00000100575	TIMM9	0.189101	1.3062e-02
ENSG00000100577	GSTZ1	0.115377	1.8326e-07
ENSG00000100578	KIAA0586	0.026838	8.0972e-13
ENSG00000100580	TMED8	0.098479	7.7977e-02
ENSG00000100583	SAMD15	0.025300	4.8772e-01
ENSG00000100591	AHSA1	0.261671	7.9673e-01
ENSG00000100592	DAAM1	0.281234	4.0989e-01
ENSG00000100593	ISM2	0.054350	1.2482e-02
ENSG00000100596	SPTLC2	0.394457	9.7035e-01
ENSG00000100599	RIN3	0.068713	3.2327e-01
ENSG00000100600	LGMN	0.274661	1.1610e-03
ENSG00000100601	ALKBH1	0.089031	4.9596e-06
ENSG00000100603	SNW1	0.433089	9.9656e-01
ENSG00000100604	CHGA	0.068658	1.6930e-02
